timestamp,name,location,access
2011-05-28T06:40:00-04:00,"The President participates in an arrival ceremony at the Chancellery","Warsaw, Poland, The Chancellery Building","Pool Spray"
2011-05-28T06:55:00-04:00,"The President and Prime Minister Tusk of Poland hold a working lunch","Warsaw, Poland, The Chancellery Building","Closed Press"
2011-05-28T08:10:00-04:00,"The President and Prime Minister Tusk hold a joint press conference","Warsaw, Poland, The Chancellery Building","Open Press"
2011-05-28T09:15:00-04:00,"The President visits the memorial to the victims of the Smolensk plane crash","Warsaw, Poland, Field Cathedral of the Polish Military","Travel Pool Spray"
2011-05-28T09:55:00-04:00,"The President departs Warsaw, Poland en route Andrews Air Force Base","Warsaw Chopin Airport","Open Press"
2011-05-28T18:50:00-04:00,"The President arrives at Andrews Air Force Base",,"Travel Pool Coverage"
2011-05-28T19:05:00-04:00,"The President arrives at the White House","South Lawn","Open Press"
2011-05-27T02:30:00-04:00,"The President holds a bilateral meeting with President Sarkozy of France","Hotel Royal Barriere, Deauville, France","Pool Spray at the Bottom"
2011-05-27T03:30:00-04:00,"The President participates in a G-8 Working Session","Deauville, France, Centre International de Deauville","Closed Press"
2011-05-27T04:15:00-04:00,"The President participates in a G-8 Working Session","Deauville, France, Centre International de Deauville","Pool Spray at the Top"
2011-05-27T05:30:00-04:00,"The President participates in an expanded group G-8 Working Session","Deauville, France, Centre International de Deauville","Pool Spray at the Top"
2011-05-27T06:45:00-04:00,"The President participates in the expanded G-8 Family Photo","Deauville, France, Centre International de Deauville",
2011-05-27T07:00:00-04:00,"The President participates in an expanded working lunch with G-8 Leaders","Deauville, France, Villa Le Cercle","Closed Press"
2011-05-27T08:25:00-04:00,"The President departs Deauville, France en route Paris, France","Deauville, France, Deauville-Saint-Gatien Airport","Travel Pool Coverage"
2011-05-27T09:10:00-04:00,"The President arrives in Paris, France","France, Orly Airport, Paris","Travel Pool Coverage"
2011-05-27T09:40:00-04:00,"The President departs Paris, France en route Warsaw, Poland","France, Orly Airport, Paris","Travel Pool Coverage"
2011-05-27T11:50:00-04:00,"The President arrives in Warsaw, Poland","Warsaw Chopin Airport, Warsaw, Poland","Open Press"
2011-05-27T12:25:00-04:00,"The President participates in wreath laying at the Tomb of the Unknown Soldier","Warsaw, Poland, Tomb of the Unknown Soldier","Travel Pool Coverage"
2011-05-27T13:00:00-04:00,"The President participates in wreath laying at the Warsaw Ghetto Memorial","Warsaw Chopin Airport, Warsaw, Poland","Travel Pool Coverage"
2011-05-27T13:25:00-04:00,"The President arrives at the Presidential Palace","Warsaw, Poland, Presidential Palace","Open Press"
2011-05-27T13:30:00-04:00,"The President and President Komorowski of Poland host dinner for Central and European Union Leaders","Warsaw, Poland, Presidential Palace","Pool Spray at the Top"
2011-05-26T04:20:00-04:00,"The President departs London, United Kingdom en route Deauville, France","London, United Kingdom, Stansted Airport","Open Press"
2011-05-26T05:45:00-04:00,"The President holds a bilateral meeting with President Medvedev of Russia","Hotel Royal Barriere, Deauville, France","Pool Spray at the Bottom"
2011-05-26T06:55:00-04:00,"The President arrives at Villa La Cercle and is welcomed by President Sarkozy of France","Deauville, France, Villa La Cercle","Travel Pool Coverage"
2011-05-26T07:00:00-04:00,"The President attends a working lunch with G-8 Leaders","Deauville, France, Centre International de Deauville","Closed Press"
2011-05-26T08:45:00-04:00,"The President participates in a G-8 Working Session","Deauville, France, Centre International de Deauville","Pool Spray at the Top"
2011-05-26T10:30:00-04:00,"The President participates in a G-8 Working Session","Deauville, France, Centre International de Deauville","Pool Spray at the Top"
2011-05-26T11:45:00-04:00,"The President holds a bilateral meeting with Prime Minister Kan of Japan","Hotel Royal Barriere, Deauville, France","Pool Spray at the Top"
2011-05-26T13:00:00-04:00,"The Vice President holds the next meeting of the bipartisan, bicameral group of Members of Congress to continue work on a legislative framework for comprehensive deficit reduction","U.S. Capitol","Closed Press"
2011-05-26T13:30:00-04:00,"The President has dinner with G-8 Leaders","Deauville, France, Le Ciroâs Barriere Restaurant","Closed Press"
2011-05-25T04:50:00-04:00,"The President holds a bilateral meeting with Prime Minister Cameron","London, United Kingdom, 10 Downing Street","Pool Spray at the Top"
2011-05-25T05:05:00-04:00,"The President holds a meeting with Prime Minister Cameron and Deputy Prime Minister Clegg","London, United Kingdom, 10 Downing Street","Pool Spray at the Top"
2011-05-25T05:35:00-04:00,"The President holds an expanded bilateral meeting with Prime Minister Cameron","London, United Kingdom, 10 Downing Street","Pool Spray at the Top"
2011-05-25T06:30:00-04:00,"The President and Prime Minister Cameron attend an event hosted by Mrs. Cameron and the First Lady to honor military families, U.S. and U.K. service members and veterans","London, United Kingdom, 10 Downing Street","Pool Spray"
2011-05-25T07:25:00-04:00,"The President and Prime Minister Cameron hold a a joint press conference","London, United Kingdom, Lancaster House","Travel Pool Coverage"
2011-05-25T10:30:00-04:00,"The President delivers remarks to the U.K. Parliament","London, United Kingdom, Parliament","Open to pre-credentialed media"
2011-05-25T11:55:00-04:00,"The President holds an U.S. Embassy meet and greet","London, United Kingdom, The Grosvenor House Hotel","Closed Press"
2011-05-25T12:30:00-04:00,"The Vice President attends a luncheon where he will deliver remarks celebrating the 50th anniversary of President Kennedyâs moon shot speech","the John F. Kennedy Presidential Library and Museum","Open Press"
2011-05-25T15:30:00-04:00,"The President and the First Lady will reciprocate the hospitality of Her Majesty the Queen and hold a dinner in her honor at the residence of the American ambassador in London","London, United Kingdom, Winfield House",
2011-05-25T18:00:00-04:00,"The Vice President delivers remarks at the New Hampshire Democratic Partyâs McIntyre-Shaheen 100 Club Dinner","New Hampshire, Nashua","Open Press"
2011-05-24T07:20:00-04:00,"The President and the First Lady participate in arrival ceremony at Buckingham Palace","Buckingham Palace, London, United Kingdom","Open Press"
2011-05-24T07:25:00-04:00,"The President and the First Lady have lunch with Her Majesty the Queen","Buckingham Palace, London, United Kingdom","Closed Press"
2011-05-24T09:00:00-04:00,"The President and the First Lady view the Portrait Gallery","Buckingham Palace, London, United Kingdom","Travel Pool Coverage"
2011-05-24T10:00:00-04:00,"The President and the First Lady tour Westminster Abbey; the President participates in a wreath laying ceremony","London, United Kingdom, Westminster Abbey","Travel Pool Coverage"
2011-05-24T10:45:00-04:00,"The President and the First Lady arrive at 10 Downing Street","London, United Kingdom, 10 Downing Street","Pooled Press"
2011-05-24T11:00:00-04:00,"The Vice President attends Israeli Prime Minister Benjamin Netanyahuâs address to a joint session of Congress","U.S. Capitol","Open Press"
2011-05-24T12:00:00-04:00,"The President meets with Opposition Leader Miliband","Buckingham Palace, London, United Kingdom","Pool Spray at the Bottom"
2011-05-24T15:00:00-04:00,"The Vice President holds the next meeting of the bipartisan, bicameral group of Members of Congress to continue work on a legislative framework for comprehensive deficit reduction","U.S. Capitol","Closed Press"
2011-05-24T15:30:00-04:00,"The President and the First Lady attend dinner hosted by Her Majesty the Queen","Buckingham Palace, London, United Kingdom","Print Pool"
2011-05-23T04:35:00-04:00,"The President and the First Lady arrive in Dublin, Ireland","Dublin Airport, Dublin, Ireland","Open Press"
2011-05-23T05:15:00-04:00,"The President and the First Lady arrive at Presidentâs Residence and sign guest book","Dublin, Ireland, Presidentâs Residence","Travel Pool Coverage"
2011-05-23T05:25:00-04:00,"The President and the First Lady meet with President McAleese and Dr. McAleese","Dublin, Ireland, Presidentâs Residence","Closed Press"
2011-05-23T05:50:00-04:00,"The President and the First Lady participate in a tree planting ceremony","Dublin, Ireland, Presidentâs Residence","Travel Pool Coverage"
2011-05-23T06:15:00-04:00,"The President holds a bilateral meeting with Taoiseach Kenny","Dublin, Ireland, Farmleigh","Pool Spray at the Bottom"
2011-05-23T08:20:00-04:00,"The President and the First Lady attend U.S. Embassy meet and greet","U.S. Embassy, Dublin, Ireland","Closed Press"
2011-05-23T10:00:00-04:00,"The Vice President meets with Israeli Prime Minister Benjamin Netanyahu",,"Closed Press"
2011-05-23T10:15:00-04:00,"The President and the First Lady visit Moneygall, Ireland","Ireland, Moneygall","Travel Pool Coverage"
2011-05-23T12:30:00-04:00,"The President delivers remarks at Irish Celebration","Dublin, Ireland, College Green","Open Press"
2011-05-23T17:00:00-04:00,"The Vice President attends a retirement ceremony for Ambassador Chris Hill",,"Closed Press"
2011-05-20T10:00:00-04:00,"The President receives the Presidential Daily Briefing","Oval Office","Closed Press"
2011-05-20T11:15:00-04:00,"The President meets with Prime Minister Netanyahu of Israel","Oval Office","Closed Press"
2011-05-20T12:05:00-04:00,"The President and Prime Minister Netanyahu deliver statements to the press","Oval Office","Pool Spray at the Bottom"
2011-05-20T12:30:00-04:00,"Press Briefing by Press Secretary Jay Carney","James S. Brady Briefing Room","Open Press"
2011-05-20T12:30:00-04:00,"The President holds a working lunch with Prime Minister Netanyahu of Israel","Old Family Dining Room","Closed Press"
2011-05-20T15:10:00-04:00,"The President delivers remarks to CIA Employees","Virginia, CIA Headquarters, Langley","Pooled Press"
2011-05-19T10:30:00-04:00,"The President receives the Presidential Daily Briefing","Oval Office","Closed Press"
2011-05-19T11:00:00-04:00,"The President meets with senior advisors","Oval Office","Closed Press"
2011-05-19T11:40:00-04:00,"The President delivers a speech on the events in the Middle East and North Africa, and U.S. policy in the region","U.S. Department of State","Open Press"
2011-05-19T13:45:00-04:00,"The Vice President attends an event for the Democratic National Committee","Pennsylvania, Pittsburgh",
2011-05-19T14:55:00-04:00,"The President is interviewed by BBC","Diplomatic Room","Closed Press"
2011-05-19T15:30:00-04:00,"The President meets with Secretary of the Treasury Geithner","Oval Office","Closed Press"
2011-05-19T17:15:00-04:00,"The Vice President attends an event for the Democratic National Committee","Ohio, Cincinnati",
2011-05-19T19:00:00-04:00,"The President delivers remarks at the Womenâs Leadership Forum","Grand Hyatt","Pooled Press"
2011-05-19T20:00:00-04:00,"The President delivers remarks at a DNC event","Private Residence","Print Pool"
2011-05-18T08:30:00-04:00,"The President departs the White House en route Andrews Air Force Base","South Lawn","Open Press"
2011-05-18T08:50:00-04:00,"The President departs Andrews Air Force Base en route New London, Connecticut",,"Travel Pool Coverage"
2011-05-18T10:00:00-04:00,"The President arrives in New London, Connecticut","Bradley International Airport","Open Press"
2011-05-18T11:30:00-04:00,"The President delivers the commencement address at the United States Coast Guard Academy","Connecticut, United States Coast Guard Academy, New London","Open Press"
2011-05-18T16:00:00-04:00,"The Vice President meets with Senator John McCain and Senator Lindsey Graham","Naval Observatory","Closed Press"
2011-05-18T16:10:00-04:00,"The President departs New London, Connecticut en route Boston, Massachusetts","Bradley International Airport","Open Press"
2011-05-18T16:45:00-04:00,"The President arrives Boston, Massachusetts","Logan International Airport","Open Press"
2011-05-18T18:15:00-04:00,"The President delivers remarks at a DNC event","Boston Center for the Arts","Pooled TV, Open to Correspondents"
2011-05-18T20:25:00-04:00,"The President delivers remarks at a DNC event","Private Residence","Print Pool"
2011-05-18T21:55:00-04:00,"The President departs Boston, Massachusetts en route Andrews Air Force Base","Logan International Airport","Open Press"
2011-05-18T23:15:00-04:00,"The President arrives at Andrews Air Force Base",,"Travel Pool Coverage"
2011-05-18T23:30:00-04:00,"The President arrives at the White House","South Lawn","Open Press"
2011-05-17T07:45:00-04:00,"The Vice President hosts a breakfast meeting with Secretary of State Hillary Clinton","Naval Observatory","Closed Press"
2011-05-17T10:00:00-04:00,"The Vice President meets with His Majesty King Abdullah II of Jordan",,"Closed Press"
2011-05-17T10:30:00-04:00,"The President receives the Presidential Daily Briefing","Oval Office","Closed Press"
2011-05-17T11:15:00-04:00,"The President meets with His Majesty King Abdullah II of Jordan","Oval Office","Closed Press"
2011-05-17T12:05:00-04:00,"The President and His Majesty King Abdullah II of Jordan deliver statements to the press","Oval Office","Pooled Press"
2011-05-17T12:30:00-04:00,"The President and the Vice President meet for lunch","Private Dining Room","Closed Press"
2011-05-17T14:50:00-04:00,"The President hosts a White House reception in honor of Jewish American Heritage Month","East Room","Pooled Press"
2011-05-17T16:30:00-04:00,"The President and the Vice President meet with Secretary of Defense Gates","Oval Office","Closed Press"
2011-05-16T08:45:00-04:00,"The President departs the White House en route Andrews Air Force Base","South Lawn","Open Press"
2011-05-16T09:00:00-04:00,"The President departs Andrews Air Force Base en route Memphis, Tennessee",,"Travel Pool Coverage"
2011-05-16T11:00:00-04:00,"The President arrives in Memphis, Tennessee","Memphis International Airport","Open Press"
2011-05-16T11:30:00-04:00,"The President meets with families impacted by the flooding, state and local officials, first responders and volunteers","Cook Convention Center","Closed Press"
2011-05-16T11:30:00-04:00,"The Vice President and Dr. Jill Biden attend the inauguration of Mayor Rahm Emanuel","Chicago, Illinois","Open Press"
2011-05-16T13:00:00-04:00,"The President delivers the commencement address at Booker T. Washington High School, the winner of the 2011 Race to the Top Commencement Challenge","Cook Convention Center","Open Press"
2011-05-16T15:25:00-04:00,"The President departs Memphis, Tennessee en route Andrews Air Force Base","Memphis International Airport","Open Press"
2011-05-16T16:35:00-04:00,"The President arrives at the White House","South Lawn","Open Press"
2011-05-16T17:15:00-04:00,"The President arrives at Andrews Air Force Base",,"Travel Pool Coverage"
2011-05-16T17:35:00-04:00,"The President welcomes the University of Connecticut menâs basketball team to the White House for a ceremony honoring their 2011 NCAA national championship","East Room","Open Press"
2011-05-16T18:55:00-04:00,"The President delivers remarks at a DNC event","St. Regis Hotel","Print Pool"
2011-05-16T21:25:00-04:00,"The President delivers remarks at a DNC event","Capital Hilton","Pooled TV, Open to Correspondents"
2011-05-13T09:30:00-04:00,"The President receives the Presidential Daily Briefing","Oval Office","Closed Press"
2011-05-13T10:10:00-04:00,"The President meets with NATO Secretary General Anders Fogh Rasmussen","Oval Office","Closed Press"
2011-05-13T11:30:00-04:00,"Press Secretary Jay Carney will convene an off-camera gaggle in the Brady Press Briefing Room","James S. Brady Briefing Room","Open Press"
2011-05-13T12:30:00-04:00,"The Vice President attends a reception for Senator Tom Carper.","New York City",
2011-05-12T09:30:00-04:00,"The President delivers remarks at the National Hispanic Prayer Breakfast","Mellon Auditorium","Open to pre-credentialed media"
2011-05-12T11:00:00-04:00,"The President and the Vice President meet with the Senate Republican Caucus","Eisenhower Executive Office Building","Closed Press"
2011-05-12T12:30:00-04:00,"The President and the Vice President meet for lunch","Private Dining Room","Closed Press"
2011-05-12T12:30:00-04:00,"Press Briefing by Press Secretary Jay Carney","James S. Brady Briefing Room","Open Press"
2011-05-12T13:50:00-04:00,"The President and Vice President honor the National Association of Police Organizations (NAPO) TOP COPS","Rose Garden","Open Press"
2011-05-12T14:30:00-04:00,"The President meets with the Congressional Black Caucus","State Dining Room","Closed Press"
2011-05-12T14:30:00-04:00,"The Vice President hosts a meeting with a bipartisan, bicameral group of Members of Congress to continue work on a legislative framework for comprehensive deficit reduction","Blair House","Closed Press"
2011-05-12T16:00:00-04:00,"The President is interviewed by Telemundo","Diplomatic Room","Closed Press"
2011-05-12T16:25:00-04:00,"The President is interviewed by KINC Univision/Entravision Las Vegas, WLTV Univision 23 Miami and Telemundo Dallas","Library Room","Closed Press"
2011-05-11T01:00:00-04:00,"The President arrives at Andrews Air Force Base",,"Travel Pool Coverage"
2011-05-11T01:15:00-04:00,"The President arrives at the White House","South Lawn","Open Press"
2011-05-11T11:00:00-04:00,"The President receives the Presidential Daily Briefing","Oval Office","Closed Press"
2011-05-11T12:00:00-04:00,"The President meets with senior advisors","Oval Office","Closed Press"
2011-05-11T12:00:00-04:00,"Press Briefing by Press Secretary Jay Carney","James S. Brady Briefing Room","Open Press"
2011-05-11T13:00:00-04:00,"The Vice President attends a Democratic National Committee event","St. Louis, Missouri",
2011-05-11T14:00:00-04:00,"The President participates in a CBS News Townhall Meeting on the Economy",Newseum,
2011-05-11T16:20:00-04:00,"The President meets with the Senate Democratic Caucus","Eisenhower Executive Office Building","Closed Press"
2011-05-11T17:00:00-04:00,"The Vice President attends a Democratic National Committee event","Minnesota, Minneapolis",
2011-05-11T19:10:00-04:00,"The President and the First Lady host a celebration of American poetry and prose; the President delivers remarks","East Room","Pooled Press"
2011-05-10T09:30:00-04:00,"The President and the Vice President receive the Presidential Daily Briefing","Oval Office","Closed Press"
2011-05-10T10:30:00-04:00,"The President departs the White House en route Andrews Air Force Base","South Lawn","Open Press"
2011-05-10T10:45:00-04:00,"The President departs Andrews Air Force Base en route El Paso, Texas",,"Travel Pool Coverage"
2011-05-10T14:40:00-04:00,"The President arrives in El Paso, Texas","Biggs Army Airfield","Open Press"
2011-05-10T15:15:00-04:00,"The Vice President hosts a meeting with a bipartisan, bicameral group of Members of Congress to continue work on a legislative framework for comprehensive deficit reduction","Blair House","Closed Press"
2011-05-10T15:30:00-04:00,"The President delivers a speech on importance of fixing the broken immigration system for our nationâs 21st century economic and security needs so that America can win the future","Chamizal National Memorial","Open Press"
2011-05-10T16:40:00-04:00,"The President departs El Paso, Texas en route Austin, Texas","Biggs Army Airfield","Open Press"
2011-05-10T18:00:00-04:00,"The President arrives in Austin, Texas","Austin-Bergstrom International Airport","Open Press"
2011-05-10T18:50:00-04:00,"The President delivers remarks at a DNC event","Moody Theater","Pooled TV, Open to Correspondents"
2011-05-10T20:25:00-04:00,"The President delivers remarks at a DNC event","Private Residence","Print Pool"
2011-05-10T22:15:00-04:00,"The President departs Austin, Texas en route Andrews Air Force Base","Austin-Bergstrom International Airport","Open Press"
2011-05-09T09:30:00-04:00,"The Vice President delivers remarks at the opening session of the U.S.-China Strategic and Economic Dialogue","Department of the Interior","Open to pre-credentialed media"
2011-05-09T09:45:00-04:00,"The President receives the Presidential Daily Briefing","Oval Office","Closed Press"
2011-05-09T10:15:00-04:00,"The President meets with senior advisors","Oval Office","Closed Press"
2011-05-09T14:00:00-04:00,"The Vice President swears in incoming Senator from Nevada Dean Heller","U.S. Capitol",
2011-05-09T15:20:00-04:00,"The President meets with the crew of Discovery Space Shuttle","Oval Office","Pool Spray at the Top"
2011-05-09T16:35:00-04:00,"The President meets with Secretary of Homeland Security Napolitano","Oval Office","Closed Press"
2011-05-09T18:00:00-04:00,"The President and the Vice President meet with the co-chairs of the U.S. and China Strategic and Economic Dialogue","Oval Office","Closed Press"
2011-05-06T09:30:00-04:00,"The President departs the White House en route Andrews Air Force Base","South Lawn","Open Press"
2011-05-06T09:45:00-04:00,"The President departs Andrews Air Force Base en route Indianapolis, Indiana",,"Travel Pool Coverage"
2011-05-06T11:20:00-04:00,"The President arrives in Indianapolis, Indiana","Indianapolis International Airport","Open Press"
2011-05-06T11:55:00-04:00,"The President tours Allison Transmission Headquarters","Indianapolis, Indiana, Allison Transmission Headquarters","Travel Pool Coverage"
2011-05-06T12:15:00-04:00,"The President delivers remarks to workers at Allison Transmission Headquarters","Indianapolis, Indiana, Allison Transmission Headquarters","Open Press"
2011-05-06T13:30:00-04:00,"The President departs Indianapolis, Indiana","Indianapolis International Airport","Open Press"
2011-05-06T14:25:00-04:00,"The President arrives in Fort Campbell, Kentucky","Campbell Army Airfield","Open Press"
2011-05-06T15:55:00-04:00,"The President delivers remarks to service members who have recently returned from deployment; the Vice President also attends","Fort Campbell, Kentucky","Open Press"
2011-05-06T16:40:00-04:00,"The President departs Fort Campbell, Kentucky","Campbell Army Airfield","Open Press"
2011-05-06T18:15:00-04:00,"The President arrives at Andrews Air Force Base",,"Travel Pool Coverage"
2011-05-06T18:30:00-04:00,"The President arrives at the White House","South Lawn","Open Press"
2011-05-05T09:30:00-04:00,"The President departs the White House en route Andrews Air Force Base","South Lawn","Open Press"
2011-05-05T09:45:00-04:00,"The President departs Andrews Air Force Base en route New York, New York",,"Travel Pool Coverage"
2011-05-05T10:00:00-04:00,"The Vice President hosts a meeting with a bipartisan, bicameral group of Members of Congress to begin work on a legislative framework for comprehensive deficit reduction","Blair House","Pool Spray at the Top"
2011-05-05T10:35:00-04:00,"The President arrives in New York, New York","John F. Kennedy International Airport","Open Press"
2011-05-05T13:25:00-04:00,"The President participates in a wreath laying ceremony","New York, National September 11th Memorial","Open to pre-credentialed media"
2011-05-05T13:30:00-04:00,"The Vice President participates in a wreath laying ceremony at the 9/11 memorial at the Pentagon",Pentagon,"Pooled Press"
2011-05-05T13:45:00-04:00,"The President meets with 9/11 family members","New York, 9/11 Memorial Preview Site","Closed Press"
2011-05-05T15:10:00-04:00,"The President departs New York, New York en route Andrews Air Force Base","John F. Kennedy International Airport","Open Press"
2011-05-05T16:00:00-04:00,"The President arrives at Andrews Air Force Base",,"Travel Pool Coverage"
2011-05-05T16:15:00-04:00,"The President arrives at the White House","South Lawn","Open Press"
2011-05-05T18:00:00-04:00,"The President and the First Lady host a Cinco de Mayo reception; The President delivers remarks","East Room","Pooled Press"
2011-05-04T09:30:00-04:00,"The President and the Vice President receive the Presidential Daily Briefing","Oval Office","Closed Press"
2011-05-04T10:30:00-04:00,"The President meets with senior advisors","Oval Office","Closed Press"
2011-05-04T11:00:00-04:00,"The Vice President meets with Director of the Office of Management and Budget Jacob Lew and Director of the National Economic Council Gene Sperling to discuss fiscal policy",,"Closed Press"
2011-05-04T14:00:00-04:00,"Briefing by Press Secretary Jay Carney","James S. Brady Briefing Room","Open Press"
2011-05-04T15:15:00-04:00,"The President welcomes the Wounded Warrior Projectâs Soldier Ride","South Lawn","Open Press"
2011-05-04T16:30:00-04:00,"The President meets with The Prince of Wales","Oval Office","Pool Spray"
2011-05-03T07:45:00-04:00,"The Vice President hosts a breakfast meeting with Secretary of State Hillary Clinton and Secretary of the Treasury Timothy Geithner","Naval Observatory","Closed Press"
2011-05-03T09:45:00-04:00,"The President and the Vice President receive the Presidential Daily Briefing","Oval Office","Closed Press"
2011-05-03T10:15:00-04:00,"The President meets with senior advisors","Oval Office","Closed Press"
2011-05-03T11:15:00-04:00,"The Vice President meets with President Ivo Josipovic of Croatia","Roosevelt Room","Pool Spray at the Top"
2011-05-03T11:45:00-04:00,"The President honors the 2011 National Teacher of the Year and State Teachers of the Year","Rose Garden","Open Press"
2011-05-03T12:45:00-04:00,"The President holds a Cabinet meeting; the Vice President also attends","Cabinet Room","Pool Spray at the Top"
2011-05-03T14:30:00-04:00,"The Vice President meets with members of the National Association of Counties, County Executives of America, and the National Organization of Black County Officials",,"Closed Press"
2011-05-03T14:35:00-04:00,"The President meets with members of the Congressional Hispanic Caucus","State Dining Room","Closed Press"
2011-05-03T16:30:00-04:00,"The President and the Vice President meet with Secretary of Defense Gates","Oval Office","Closed Press"
2011-05-03T19:00:00-04:00,"The Vice President delivers remarks at the Atlantic Council's 50th Anniversary Awards Dinner","DC, Ritz Carlton Hotel in Washington","Open Press"
2011-05-02T10:15:00-04:00,"The President and the Vice President receive the Presidential Daily Briefing","Oval Office","Closed Press"
2011-05-02T10:45:00-04:00,"The President meets with senior advisors","Oval Office","Closed Press"
2011-05-02T11:55:00-04:00,"The President awards Private First Class Anthony T. Kahoâohanohano, U.S. Army, and Private First Class Henry Svehla, U.S. Army, the Medal of Honor for conspicuous gallantry; the First Lady also attends","East Room","Open Press"
2011-05-02T13:45:00-04:00,"Briefing by Press Secretary Jay Carney and members of the Presidentâs national security team","James S. Brady Briefing Room","Open Press"
2011-05-02T20:15:00-04:00,"The President and the First Lady host a group of bipartisan leaders and ranking members and their spouses for a dinner; the Vice President and Dr. Biden also attend","East Room","Pooled Press"
2011-04-29T08:00:00-04:00,"The President meets with participants in the 1968 Memphis Sanitation Strike","Diplomatic Room","Closed Press"
2011-04-29T08:30:00-04:00,"The First Family departs the White House en route Andrews Air Force Base","South Lawn","Open Press"
2011-04-29T08:45:00-04:00,"The First Family departs Andrews Air Force Base en route Alabama","Andrews Air Force Base","Travel Pool Coverage"
2011-04-29T10:00:00-04:00,"The Vice President meets with Secretary of the Treasury Tim Geithner, Director of the Office of Management and Budget Jacob Lew, and Director of the National Economic Council Gene Sperling to discuss fiscal policy",,"Closed Press"
2011-04-29T10:50:00-04:00,"The First Family arrives in Alabama","Tuscaloosa Regional Airport","Open Press"
2011-04-29T11:10:00-04:00,"The President and the First Lady view the damage as well as meet with Governor Bentley, state and local officials and families affected by the storms",Alabama,"Travel Pool Coverage"
2011-04-29T12:45:00-04:00,"The First Family departs Alabama","Tuscaloosa Regional Airport","Open Press"
2011-04-29T14:10:00-04:00,"The First Family arrives in Cape Canaveral, Florida","Cape Canaveral Skid Strip","Open Press"
2011-04-29T14:45:00-04:00,"The First Family tours the orbiter processing facility","Florida, Orbiter Processing Facility, Cape Canaveral","Travel Pool Coverage"
2011-04-29T15:30:00-04:00,"The First Family views the launch of the space shuttle Endeavour","Launch Control Center","Travel Pool Coverage"
2011-04-29T17:40:00-04:00,"The President arrives Miami, Florida","Miami International Airport","Open Press"
2011-04-29T18:55:00-04:00,"The President delivers the Miami Dade College commencement address","Florida, Miami, Miami Dade College","Pooled TV, Open to Correspondents"
2011-04-29T21:05:00-04:00,"The President departs Miami, Florida","Miami International Airport","Open Press"
2011-04-29T23:30:00-04:00,"The President arrives at the White House","South Lawn","Open Press"
2011-04-28T00:45:00-04:00,"The President arrives at the White House","South Lawn","Open Press"
2011-04-28T10:15:00-04:00,"The President receives the Presidential Daily Briefing","Oval Office","Closed Press"
2011-04-28T10:30:00-04:00,"The Vice President meets with Director of the Office of Management and Budget Jacob Lew, Director of the National Economic Council Gene Sperling, and senior advisors to discuss fiscal policy",,"Closed Press"
2011-04-28T10:50:00-04:00,"The President holds a meeting on Libya","Situation Room","Closed Press"
2011-04-28T11:30:00-04:00,"The President meets with Secretary of State Clinton","Oval Office","Closed Press"
2011-04-28T14:05:00-04:00,"The President meets with a group of influential Hispanics from across the country on the importance of fixing our nation's broken immigration system to meet our 21st century economic and national security needs so that America can win the future","Roosevelt Room","Closed Press"
2011-04-28T15:10:00-04:00,"The President makes a personnel announcement","East Room","Open Press"
2011-04-28T15:45:00-04:00,"The President meets with Panamanian President Ricardo Martinelli","Oval Office","Closed Press"
2011-04-28T16:20:00-04:00,"The President and Panamanian President Ricardo Martinelli will deliver statements to the press","Oval Office","Pooled Press"
2011-04-27T08:45:00-04:00,"Press Secretary Jay Carney will convene an off-camera gaggle in the Brady Press Briefing Room","James S. Brady Briefing Room","Open Press"
2011-04-27T09:45:00-04:00,"The President delivers a statement","Brady Press Briefing Room","Open Press"
2011-04-27T10:05:00-04:00,"The President departs the White House en route Andrews Air Force Base","South Lawn","Open Press"
2011-04-27T10:20:00-04:00,"The President departs Andrews Air Force Base en route Chicago, Illinois","Andrews Air Force Base","Travel Pool Coverage"
2011-04-27T12:10:00-04:00,"The President arrives in Chicago, Illinois","Chicago OâHare International Airport","Open Press"
2011-04-27T13:15:00-04:00,"The President and the First Lady tape an episode of the Oprah Winfrey Show","Harpo Studios","Pool Spray"
2011-04-27T15:30:00-04:00,"The President departs Chicago, Illinois","Chicago OâHare International Airport","Open Press"
2011-04-27T17:10:00-04:00,"The President arrives in New York, New York","John F. Kennedy International Airport","Open Press"
2011-04-27T18:00:00-04:00,"The President delivers remarks at a DNC event","Private Residence","Print Pool"
2011-04-27T21:25:00-04:00,"The President delivers remarks at a DNC event","Waldorf Astoria","Travel Pool Coverage"
2011-04-27T22:15:00-04:00,"The President delivers remarks at a DNC event","The Town Hall","Pooled TV, Open to Correspondents"
2011-04-27T23:30:00-04:00,"The President departs New York, New York","John F. Kennedy International Airport","Open Press"
2011-04-26T09:30:00-04:00,"The President receives the Presidential Daily Briefing","Oval Office","Closed Press"
2011-04-26T10:00:00-04:00,"The President receives the Economic Daily Briefing","Oval Office","Closed Press"
2011-04-26T11:25:00-04:00,"The President is interviewed by WSB Atlanta, WKYC Cleveland, WTKR Hampton Roads, Virginia, and WXYZ Detroit","Map Room","Closed Press"
2011-04-26T13:40:00-04:00,"The President holds a bilateral meeting with Crown Prince Mohammed bin Zayed Al Nahyan of the United Arab Emirates","Oval Office","Pool Spray at the Top"
2011-04-26T14:30:00-04:00,"The President holds an expanded bilateral meeting with Crown Prince Mohammed bin Zayed Al Nahyan of the United Arab Emirates","Oval Office","Closed Press"
